tgl,manufacture,version,max_slot,iploopback,hostname,self_slot,tipe_card,tipe_card_1,cap,port_used,port_idle,list_port_used,node,file2_sto_a,file2_types,file2_platform,file2_sto,file2_sto_l,file2_witel,file2_reg,file2_cluster,file2_longitude,file2_latitude
,,,,,CES-D1-BLTA,,,,,,,,,BLTA,7705 SAR-8,ALCATEL-LUCENT,BLT,BELITANG,PALEMBANG,1,,104.64034,-4.10926
,,,,,CES-D1-BLUA,,,,,,,,,BLUA,7705 SAR-8,ALCATEL-LUCENT,BYU,BELINYU,PANGKAL PINANG,1,,105.7685,-1.63606
,,,,,CES-D1-BNA-SBB,,,,,,,,,BNA,7705 SAR-8 v2,ALCATEL-LUCENT,BNA,BANDA ACEH CENTRUM,ACEH,1,,95.31973,5.5525
,,,,,CES-D1-BNAC,,,,,,,,,BNAC,7705 SAR-8,ALCATEL-LUCENT,BNA,BANDA ACEH CENTRUM,ACEH,1,,95.31973,5.5525
,,,,,CES-D1-BNKC,,,,,,,,,BNKC,7705 SAR-8,ALCATEL-LUCENT,BNC,MDF BENGKULU CENTRUM,BENGKULU,1,,102.2656,-3.79667
,,,,,CES-D1-BNNA,,,,,,,,,BNNA,7705 SAR-8,ALCATEL-LUCENT,BNN,BEUREUNUN,ACEH,1,,95.98714,5.27158
,,,,,CES-D1-BPOA,,,,,,,,,BPOA,7705 SAR-8,ALCATEL-LUCENT,TBK,TANJUNG BALAI KARIMUN,RIKEP,1,,103.4389,0.99039
,,,,,CES-D1-BSBA,,,,,,,,,BSBA,7705 SAR-8,HUAWEI,,,,1,,104.77879,-3.01611
,,,,,CES-D1-BSOA,,,,,,,,,BSOA,7705 SAR-8,ALCATEL-LUCENT,BSO,BASO A,PADANG,1,,100.4669,-0.28444
,,,,,CES-D1-BSTA,,,,,,,,,BSTA,7705 SAR-8,ALCATEL-LUCENT,BST,BRASTAGI,SUMUT,1,,98.50553,3.19899
,,,,,CES-D1-BTBA,,,,,,,,,BTBA,7705 SAR-8,ALCATEL-LUCENT,,,,1,,103.57894,-1.59308
,,,,,CES-D1-BTC,,,,,,,,,BTC,7705 SAR-8 v2,HUAWEI,BTC,BATAM CENTRE,RIKEP,1,,104.05114,1.11527
,,,,,CES-D1-BTM-BBT,,,,,,,,,BTM,7705 SAR-8,ALCATEL-LUCENT,BTC,BATAM CENTRE,RIKEP,1,,104.05114,1.11527
,,,,,CES-D1-BTM-EPC,,,,,,,,,BTM,7705 SAR-8,ALCATEL-LUCENT,BTC,BATAM CENTRE,RIKEP,1,,104.05114,1.11527
,,,,,CES-D1-BTM-GTR,,,,,,,,,BTM,7705 SAR-8,ALCATEL-LUCENT,BTC,BATAM CENTRE,RIKEP,1,,104.05114,1.11527
,,,,,CES-D1-BTM-HND,,,,,,,,,BTM,7705 SAR-8,ALCATEL-LUCENT,BTC,BATAM CENTRE,RIKEP,1,,104.05114,1.11527
,,,,,CES-D1-BTM-SBB,,,,,,,,,BTM,7705 SAR-8,ALCATEL-LUCENT,BTC,BATAM CENTRE,RIKEP,1,,104.05114,1.11527
,,,,,CES-D1-BTM-SKY,,,,,,,,,BTM,7705 SAR-8,ALCATEL-LUCENT,BTC,BATAM CENTRE,RIKEP,1,,104.05114,1.11527
,,,,,CES-D1-BTM-SPR,,,,,,,,,BTM,7705 SAR-8,JUNIPER,BTC,BATAM CENTRE,RIKEP,1,,104.05114,1.11527
,,,,,CES-D1-BTM-TSEL,,,,,,,,,BTM,7705 SAR-8,ALCATEL-LUCENT,BTC,BATAM CENTRE,RIKEP,1,,104.05114,1.11527
,,,,,CES-D1-BTM-TUS,,,,,,,,,BTM,7705 SAR-8,ALCATEL-LUCENT,BTC,BATAM CENTRE,RIKEP,1,,104.05114,1.11527
,,,,,CES-D1-BUMA,,,,,,,,,BUMA,7705 SAR-8,ALCATEL-LUCENT,BUM,BATU AMPAR,RIKEP,1,,104.00867,1.1714
,,,,,CES-D1-BUSA,,,,,,,,,BUSA,7705 SAR-8,ALCATEL-LUCENT,BJE,BARUSJAHE,SUMUT,1,,98.45367,3.10242
,,,,,CES-D1-BYUA,,,,,,,,,BYUA,7705 SAR-8,ALCATEL-LUCENT,BYU,BELINYU,PANGKAL PINANG,1,,105.7685,-1.63606
,,,,,CES-D1-CAGA,,,,,,,,,CAGA,7705 SAR-8,ALCATEL-LUCENT,CAG,MDF CALANG,ACEH,1,,95.59055,4.63056
,,,,,CES-D1-CRPA,,,,,,,,,CRPA,7705 SAR-8,ALCATEL-LUCENT,CRP,MDF CURUP,BENGKULU,1,,102.5228,-3.46861
,,,,,CES-D1-CTDA,,,,,,,,,CTDA,7705 SAR-8,ALCATEL-LUCENT,CTD,CINTA DAMAI,MEDAN,1,,98.62658,3.59223
,,,,,CES-D1-DARA,,,,,,,,,DARA,7705 SAR-F,ALCATEL-LUCENT,DAR,MDF DARUSSALAM,ACEH,1,,95.3365,5.56958
,,,,,CES-D1-DARA-SMARTFREN,,,,,,,,,DARA,7705 SAR-F,ALCATEL-LUCENT,DAR,MDF DARUSSALAM,ACEH,1,,95.3365,5.56958
,,,,,CES-D1-DLSA,,,,,,,,,DLSA,7705 SAR-8,ALCATEL-LUCENT,DLS,DOLOK SANGGUL,SUMUT,1,,98.74722,2.25003
,,,,,CES-D1-DLTA,,,,,,,,,DLTA,7705 SAR-8,ALCATEL-LUCENT,DLT,DELITUA,MEDAN,1,,98.67917,3.50278
,,,,,CES-D1-DRIA,,,,,,,,,DRIA,7705 SAR-8,ALCATEL-LUCENT,DRI,DURI,RIDAR,1,,101.19208,1.26754
,,,,,CES-D1-DSGA,,,,,,,,,DSGA,7705 SAR-8,ALCATEL-LUCENT,,DOLOK SIMARJARUNJUNG,SUMUT,1,,99.0727,3.11304
,,,,,CES-D1-DUMA,,,,,,,,,DUMA,7705 SAR-8,ALCATEL-LUCENT,DUM,DUMAI,RIDAR,1,,101.44574,1.67862
,,,,,CES-D1-GEUA,,,,,,,,,GEUA,7705 SAR-8,ALCATEL-LUCENT,GEU,GEUDONG,ACEH,1,,97.2,5.11889
,,,,,CES-D1-GMNA,,,,,,,,,GMNA,7705 SAR-8,ALCATEL-LUCENT,GMN,GUNUNG MEDAN,PADANG,1,,101.55039,-1.09742
,,,,,CES-D1-GMPA,,,,,,,,,GMPA,7705 SAR-8,ALCATEL-LUCENT,MPA,MARTAPURA,PALEMBANG,1,,104.3475165,-4.3156604
,,,,,CES-D1-GNTA,,,,,,,,,GNTA,7705 SAR-8,ALCATEL-LUCENT,GNT,GUNUNG TUA,SUMUT,1,,99.62473,1.50833
,,,,,CES-D1-GST-TSEL,,,,,,,,,GST,7705 SAR-8,ALCATEL-LUCENT,GST,GUNUNG SITOLI,SUMUT,1,,97.61541,1.28907
,,,,,CES-D1-GSTA,,,,,,,,,GSTA,7705 SAR-8,ALCATEL-LUCENT,GST,GUNUNG SITOLI,SUMUT,1,,97.61541,1.28907
,,,,,CES-D1-HRUA,,,,,,,,,HRUA,,,HRU,HARAU,PADANG,1,,100.7175,-0.27389
,,,,,CES-D1-IDAA,,,,,,,,,IDAA,7705 SAR-8,ALCATEL-LUCENT,IDA,INDRAPURA,SUMUT,1,,99.40621,3.25987
,,,,,CES-D1-IDIA,,,,,,,,,IDIA,7705 SAR-8 v2,ALCATEL-LUCENT,IDI,IDI,ACEH,1,,97.77278,4.94917
,,,,,CES-D1-JB-TSEL,,,,,,,,,JB,,,JBS,JEBUS,PANGKAL PINANG,1,,105.5087,-1.66619
,,,,,CES-D1-JBCA,,,,,,,,,JBCA,7705 SAR-8,ALCATEL-LUCENT,JMB,JAMBI,JAMBI,1,,103.6176,-1.59317
,,,,,CES-D1-JBI-ISAT,,,,,,,,,JBI,,,,,,1,,98.67254,3.59294
,,,,,CES-D1-JBI-XL,,,,,,,,,JBI,,,,,,1,,98.67254,3.59294
,,,,,CES-D1-JBSA,,,,,,,,,JBSA,7705 SAR-8,ALCATEL-LUCENT,JBS,JEBUS,PANGKAL PINANG,1,,105.5087,-1.66619
,,,,,CES-D1-JRMA,,,,,,,,,JRMA,7705 SAR-8,ALCATEL-LUCENT,JRM,JEURAM,ACEH,1,,102.3386,-1.47083
,,,,,CES-D1-KBJA,,,,,,,,,KBJA,7705 SAR-8,ALCATEL-LUCENT,KBJ,KABANJAHE,SUMUT,1,,98.49674,3.10229
,,,,,CES-D1-KBLA,,,,,,,,,KBLA,7705 SAR-8,ALCATEL-LUCENT,KAI,KABIL,RIKEP,1,,104.12246,1.15596
,,,,,CES-D1-KGGA,,,,,,,,,KGGA,7705 SAR-8,ALCATEL-LUCENT,KGG,KOTA AGUNG,PADANG,1,,104.6347,-5.50333
,,,,,CES-D1-KGHA,,,,,,,,,KGHA,7705 SAR-8,ALCATEL-LUCENT,KGH,MDF KRUENG GEUKEUH,ACEH,1,,97.02639,5.23611
,,,,,CES-D1-KIJA,,,,,,,,,KIJA,7705 SAR-8,HUAWEI,KIJ,KIJANG,RIKEP,1,,104.60042,0.85394
,,,,,CES-D1-KIMA,,,,,,,,,KIMA,7705 SAR-8,ALCATEL-LUCENT,KIB,KAWASAN INDUSTRI MABAR,MEDAN,1,,98.66532,3.66654
,,,,,CES-D1-KISA,,,,,,,,,KISA,7705 SAR-8,ALCATEL-LUCENT,KIS,KISARAN,SUMUT,1,,99.62278,2.98646
,,,,,CES-D1-KJIA,,,,,,,,,KJIA,7705 SAR-8,ALCATEL-LUCENT,KJI,KURANJI,PADANG,1,,100.1317,-0.62528
,,,,,CES-D1-KLEA,,,,,,,,,KLEA,7705 SAR-8,HUAWEI,KLE,KUALA ENOK,RIDAR,1,,103.4017,-0.51361
,,,,,CES-D1-KLPA,,,,,,,,,KLPA,7705 SAR-8,ALCATEL-LUCENT,TLK,TALANG KELAPA,PALEMBANG,1,,104.72288,-2.93876
,,,,,CES-D1-KM10,,,,,,,,,KM1,7705 SAR-8,ALCATEL-LUCENT,,,,1,,98.67254,3.59294
,,,,,CES-D1-KNLA,,,,,,,,,KNLA,7705 SAR-8,ALCATEL-LUCENT,KNL,KINALI,PADANG,1,,100.04793,-0.07935
,,,,,CES-D1-KONA,,,,,,,,,KONA,7705 SAR-8,ALCATEL-LUCENT,KON,KOTANOPAN,SUMUT,1,,99.71444,0.66833
,,,,,CES-D1-KOUA,,,,,,,,,KOUA,7705 SAR-8,ALCATEL-LUCENT,KOA,KOTA BARU,JAMBI,1,,103.6064,-1.63136
,,,,,CES-D1-KPHA,,,,,,,,,KPHA,7705 SAR-8,ALCATEL-LUCENT,KPH,MDF KEPAHIANG,BENGKULU,1,,102.5783,-3.63528
,,,,,CES-D1-KPIA,,,,,,,,,KPIA,7705 SAR-8,ALCATEL-LUCENT,KPI,KOTA PINANG,SUMUT,1,,100.0925,1.89139
,,,,,CES-D1-KRUA,,,,,,,,,KRUA,7705 SAR-8,ALCATEL-LUCENT,KRU,KRUI,LAMPUNG,1,,104.6439,-5.50333
,,,,,CES-D1-KSGA,,,,,,,,,KSGA,7705 SAR-8,ALCATEL-LUCENT,KSG,KUALA SIMPANG,ACEH,1,,98.06,4.28722
,,,,,CES-D1-KTJA,,,,,,,,,KTJA,7705 SAR-8,ALCATEL-LUCENT,KTJ,KUALA TANJUNG,SUMUT,1,,99.44194,3.41194
,,,,,CES-D1-KTLA,,,,,,,,,KTLA,7705 SAR-8,ALCATEL-LUCENT,KTL,KUALA TUNGKAL,JAMBI,1,,103.4659,-0.81298
,,,,,CES-D1-KTNA,,,,,,,,,KTNA,7705 SAR-8,ALCATEL-LUCENT,KTN,KUTACANE,ACEH,1,,97.81667,3.5
,,,,,CES-D1-KULA,,,,,,,,,KULA,,ALCATEL-LUCENT,KUL,KUALA,MEDAN,1,,98.39639,3.52889
,,,,,CES-D1-KYTA,,,,,,,,,KYTA,7705 SAR-8,ALCATEL-LUCENT,KYT,KAYU TANAM,PADANG,1,,100.3172,-0.54361
,,,,,CES-D1-LBGA,,,,,,,,,LBGA,7705 SAR-8,ALCATEL-LUCENT,LBA,LUBUK ALUNG,PADANG,1,,100.2848826,-0.681152
,,,,,CES-D1-LBJA,,,,,,,,,LBJA,7705 SAR-8,JUNIPER,LBJ,LUBUK BAJA,RIKEP,1,,104.0186,1.13517
,,,,,CES-D1-LBPA,,,,,,,,,LBPA,7705 SAR-8,ALCATEL-LUCENT,LBP,LUBUK PAKAM,MEDAN,1,,98.87639,3.56167
,,,,,CES-D1-LBR-BSIM,,,,,,,,,LBR,7705 SAR-8,ALCATEL-LUCENT,LBR,LAMBARO,ACEH,1,,95.35584,5.51139
,,,,,CES-D1-LBRA,,,,,,,,,LBRA,7705 SAR-8,ALCATEL-LUCENT,LBR,LAMBARO,ACEH,1,,95.35584,5.51139
,,,,,CES-D1-LBSA,,,,,,,,,LBSA,7705 SAR-F,ALCATEL-LUCENT,LBS,LUBUK SIKAPING,PADANG,1,,100.1744,0.28667
,,,,,CES-D1-LBYA,,,,,,,,,LBYA,7705 SAR-8,ALCATEL-LUCENT,LBY,LUBUK BUAYA,PADANG,1,,100.3172,-0.81167
,,,,,CES-D1-LGSA,,,,,,,,,LGSA,7705 SAR-8,ALCATEL-LUCENT,LGS,LANGSA,ACEH,1,,97.96639,4.47306
,,,,,CES-D1-LINA,,,,,,,,,LINA,7705 SAR-8,ALCATEL-LUCENT,LIN,LINTAU,PADANG,1,,100.7525,-0.3075
,,,,,CES-D1-LKIA,,,,,,,,,LKIA,,ALCATEL-LUCENT,,LIPAT KAIN,RIDAR,1,,100.76151,0.27273
,,,,,CES-D1-LLGA,,,,,,,,,LLGA,7705 SAR-8,ALCATEL-LUCENT,LLG,LUBUKLINGGAU,PALEMBANG,1,,102.86192,-3.29568
,,,,,CES-D1-LMIA,,,,,,,,,LMIA,7705 SAR-8,ALCATEL-LUCENT,,LAMIE,ACEH,1,,96.11453,4.14385
,,,,,CES-D1-LNOA,,,,,,,,,LNOA,7705 SAR-F,ALCATEL-LUCENT,LNO,MDF LAMNO,ACEH,1,,95.3634481,5.0897212
,,,,,CES-D1-LSKA,,,,,,,,,LSKA,7705 SAR-8,ALCATEL-LUCENT,LSK,LHOKSUKON,ACEH,1,,97.32083,5.04667
,,,,,CES-D1-LSMA,,,,,,,,,LSMA,7705 SAR-8,ALCATEL-LUCENT,LSM,LHOKSEUMAWE,ACEH,1,,97.14528,5.18222
,,,,,CES-D1-LTM-HCPT,,,,,,,,,LTM,7705 SAR-8,ALCATEL-LUCENT,LTM,LAMTEUMEN,ACEH,1,,95.29335,5.5281
,,,,,CES-D1-LTMA,,,,,,,,,LTMA,7705 SAR-8,ALCATEL-LUCENT,LTM,LAMTEUMEN,ACEH,1,,95.29335,5.5281
,,,,,CES-D1-LUGA,,,,,,,,,LUGA,7705 SAR-8,ALCATEL-LUCENT,LUG,LUBUK GADANG,PADANG,1,,101.2431,-1.55167
,,,,,CES-D1-MANA,,,,,,,,,MANA,,ALCATEL-LUCENT,MUA,MDF MUARA AMAN,BENGKULU,1,,102.195,-3.10444
,,,,,CES-D1-MBOA,,,,,,,,,MBOA,7705 SAR-8,ALCATEL-LUCENT,MBO,MEULABOH,ACEH,1,,96.12666,4.13611
,,,,,CES-D1-MDC,,,,,,,,,MDC,7705 SAR-8,ALCATEL-LUCENT,MDC,MEDAN CENTRUM,MEDAN,1,,98.70161,3.56844
,,,,,CES-D1-MDN-HCPT,,,,,,,,,MDN,7705 SAR-8,ALCATEL-LUCENT,MDC,MEDAN CENTRUM,MEDAN,1,,98.70161,3.56844
,,,,,CES-D1-MDN-KNIA,,,,,,,,,MDN,7705 SAR-8,ALCATEL-LUCENT,MDC,MEDAN CENTRUM,MEDAN,1,,98.70161,3.56844
,,,,,CES-D1-MDN-SMT,,,,,,,,,MDN,7705 SAR-8,ALCATEL-LUCENT,MDC,MEDAN CENTRUM,MEDAN,1,,98.70161,3.56844
,,,,,CES-D1-MDN-TSEL,,,,,,,,,MDN,7705 SAR-8,ALCATEL-LUCENT,MDC,MEDAN CENTRUM,MEDAN,1,,98.70161,3.56844
,,,,,CES-D1-MDN-USU,,,,,,,,,MDN,7705 SAR-8,ALCATEL-LUCENT,MDC,MEDAN CENTRUM,MEDAN,1,,98.70161,3.56844
,,,,,CES-D1-MEMA,,,,,,,,,MEMA,7705 SAR-8,ALCATEL-LUCENT,MEM,MUARA ENIM,PALEMBANG,1,,103.76781,-3.65588
,,,,,CES-D1-MGLA,,,,,,,,,MGLA,7705 SAR-8,ALCATEL-LUCENT,BIR,BIREUN,ACEH,1,,96.70417,5.20139
,,,,,CES-D1-MLHA,,,,,,,,,MLHA,7705 SAR-8,ALCATEL-LUCENT,MLH,MUARA LABUH,PADANG,1,,101.0633,-1.49083
,,,,,CES-D1-MNAA,,,,,,,,,MNAA,7705 SAR-8,ALCATEL-LUCENT,MNA,MANNA,BENGKULU,1,,102.9236,-3.38528
,,,,,CES-D1-NGBA,,,,,,,,,NGBA,7705 SAR-8,ALCATEL-LUCENT,NGB,NEGERI BARU,SUMUT,1,,100.0884,2.31326
,,,,,CES-D1-NGSA,,,,,,,,,NGSA,7705 SAR-8,ALCATEL-LUCENT,NGS,NONGSA,RIKEP,1,,104.1219,1.15613
,,,,,CES-D1-NRSA,,,,,,,,,NRSA,7705 SAR-8,ALCATEL-LUCENT,NRS,NARAS,PADANG,1,,100.0997,-0.56194
,,,,,CES-D1-PBDA,,,,,,,,,PBDA,7705 SAR-8,ALCATEL-LUCENT,PBD,PANGKALAN BRANDAN,MEDAN,1,,98.28778,4.01833
,,,,,CES-D1-PBMA,,,,,,,,,PBMA,,ALCATEL-LUCENT,PBM,PRABUMULIH,PALEMBANG,1,,104.23702,-3.43222
,,,,,CES-D1-PBNA,,,,,,,,,PBNA,7705 SAR-8,ALCATEL-LUCENT,PKB,PANKALAN BULIAN,JAMBI,1,,103.7912,-1.20385
,,,,,CES-D1-PBRC,,,,,,,,,PBRC,7705 SAR-8,ALCATEL-LUCENT,PBR,PAKANBARU,RIDAR,1,,101.44796,-0.5244
,,,,,CES-D1-PDBA,,,,,,,,,PDBA,7705 SAR-8,ALCATEL-LUCENT,PDB,PADANG BULAN,MEDAN,1,,98.63285,3.55566
,,,,,CES-D1-PDC,,,,,,,,,PDC,7705 SAR-8,ALCATEL-LUCENT,PDC,PADANG CENTRUM,PADANG,1,,100.3533,-0.95278
,,,,,CES-D1-PDJA,,,,,,,,,PDJA,7705 SAR-8,ALCATEL-LUCENT,PDJ,PADANG JAPANG,PADANG,1,,100.5353,-0.10806
,,,,,CES-D1-PDNA,,,,,,,,,PDNA,7705 SAR-8,ALCATEL-LUCENT,PDN,PERDAGANGAN,SUMUT,1,,99.3316,3.1634
,,,,,CES-D1-PDSA,,,,,,,,,PDSA,7705 SAR-F,ALCATEL-LUCENT,PDS,PADANG SIBUSUK,PADANG,1,,100.8264,-0.69306
,,,,,CES-D1-PDTA,,,,,,,,,PDTA,7705 SAR-8,ALCATEL-LUCENT,PDT,PENDOPO TALANG UBI,PALEMBANG,1,,103.83005,-3.27279
,,,,,CES-D1-PERA,,,,,,,,,PERA,7705 SAR-8,ALCATEL-LUCENT,PUB,PULAU BRAYAN,MEDAN,1,,98.68111,3.62763
,,,,,CES-D1-PGCA,,,,,,,,,PGCA,7705 SAR-8,ALCATEL-LUCENT,PGC,PALEMBANG CENTRUM,PALEMBANG,1,,104.74832,-2.97792
,,,,,CES-D1-PGKA,,,,,,,,,PGKA,7705 SAR-8,ALCATEL-LUCENT,PKR,PANGKALAN KERINCI,RIDAR,1,,101.85363,0.42203
,,,,,CES-D1-PGLA,,,,,,,,,PGLA,,ALCATEL-LUCENT,LSM,LHOKSEUMAWE,ACEH,1,,97.14528,5.18222
,,,,,CES-D1-PGPA,,,,,,,,,PGPA,7705 SAR-8,CISCO,PGP,PANGKAL PINANG,PANGKAL PINANG,1,,106.1131,-2.1175
,,,,,CES-D1-PGWA,,,,,,,,,PGWA,7705 SAR-8,ALCATEL-LUCENT,PDW,MDF PAGAR DEWA,BENGKULU,1,,102.31925,-3.84364
,,,,,CES-D1-PKLA,,,,,,,,,PKLA,7705 SAR-8,ALCATEL-LUCENT,PNA,PANGKALAN,PADANG,1,,100.62316,0.0411
,,,,,CES-D1-PKR-MILL,,,,,,,,,PKR,7705 SAR-8,ALCATEL-LUCENT,PBB,PAKANBARU,RIDAR,1,,101.85855,0.42196
,,,,,CES-D1-PKR-PECT,,,,,,,,,PKR,7705 SAR-8,ALCATEL-LUCENT,PBB,PAKANBARU,RIDAR,1,,101.85855,0.42196
,,,,,CES-D1-PKRA,,,,,,,,,PKRA,7705 SAR-8,ALCATEL-LUCENT,PKR,PANGKALAN KERINCI,RIDAR,1,,101.85363,0.42203
,,,,,CES-D1-PLUA,,,,,,,,,PLUA,7705 SAR-8,ALCATEL-LUCENT,,PULAU BURUNG,LAMPUNG,1,,105.17971,-5.36482
,,,,,CES-D1-PMBA,,,,,,,,,PMBA,7705 SAR-F,ALCATEL-LUCENT,PMB,PEMATANG REBA,RIDAR,1,,102.44158,-0.38271
,,,,,CES-D1-PMSC,,,,,,,,,PMSC,7705 SAR-8,ALCATEL-LUCENT,PMS,PEMATANG SIANTAR CENTRUM,SUMUT,1,,99.06259,2.95809
,,,,,CES-D1-PMSR,,,,,,,,,PMSR,7705 SAR-8,ALCATEL-LUCENT,RBM,PMS RAMBUNG MERAH,SUMUT,1,,99.07693,2.98912
,,,,,CES-D1-PMYA,,,,,,,,,PMYA,7705 SAR-8,ALCATEL-LUCENT,PMY,PEMATANG RAYA,SUMUT,1,,98.86313,2.96701
,,,,,CES-D1-PNBA,,,,,,,,,PNBA,7705 SAR-8,ALCATEL-LUCENT,PNB,PAKAN RABAA,PADANG,1,,100.45365,-1.49078
,,,,,CES-D1-PNIA,,,,,,,,,PNIA,7705 SAR-8,ALCATEL-LUCENT,PNI,PANBIL,RIKEP,1,,104.02466,1.07241
,,,,,CES-D1-PPJA,,,,,,,,,PPJA,7705 SAR-8,ALCATEL-LUCENT,PPJ,PADANG PANJANG,PADANG,1,,100.3989,-0.46306
,,,,,CES-D1-PPNA,,,,,,,,,PPNA,7705 SAR-8,ALCATEL-LUCENT,PPN,PASIR PANGARAIAN,RIDAR,1,,100.30108,0.8617
,,,,,CES-D1-PRAA,,,,,,,,,PRAA,7705 SAR-8,ALCATEL-LUCENT,PRA,PULAU RAKYAT,SUMUT,1,,99.61931,2.71056
,,,,,CES-D1-PRLA,,,,,,,,,PRLA,7705 SAR-8,ALCATEL-LUCENT,PRL,PEUREULAK,ACEH,1,,97.89445,4.80889
,,,,,CES-D1-PRMA,,,,,,,,,PRMA,7705 SAR-8,ALCATEL-LUCENT,PAM,PARIAMAN,PADANG,1,,100.12666,-0.62538
,,,,,CES-D1-PRRA,,,,,,,,,PRRA,7705 SAR-8,ALCATEL-LUCENT,PRR,PANGURURAN,SUMUT,1,,98.71,2.61
,,,,,CES-D1-PRSA,,,,,,,,,PRSA,,ALCATEL-LUCENT,PRS,PASAR USANG,PADANG,1,,100.3125,-0.73667
,,,,,CES-D1-PRTA,,,,,,,,,PRTA,7705 SAR-8,ALCATEL-LUCENT,PRT,PERCUT,MEDAN,1,,98.69645,3.5851
,,,,,CES-D1-PSAA,,,,,,,,,PSAA,7705 SAR-F,ALCATEL-LUCENT,PSA,PORSEA,SUMUT,1,,99.15639,2.44549
,,,,,CES-D1-PSPA,,,,,,,,,PSPA,7705 SAR-8,,PSP,PADANG SIDEMPUAN,SUMUT,1,,99.30495,1.44381
,,,,,CES-D1-PSPA-PLASA,,,,,,,,,PSPA,7705 SAR-8,ALCATEL-LUCENT,PSP,PADANG SIDEMPUAN,SUMUT,1,,99.30495,1.44381
,,,,,CES-D1-PUBA,,,,,,,,,PUBA,7705 SAR-8,ALCATEL-LUCENT,PUB,PULAU BRAYAN,MEDAN,1,,98.68111,3.62763
,,,,,CES-D1-PUKA,,,,,,,,,PUKA,7705 SAR-8,ALCATEL-LUCENT,PUK,PAUH KAMBAR,PADANG,1,,100.2136,-0.21639
,,,,,CES-D1-PWGA,,,,,,,,,PWGA,7705 SAR-8,ALCATEL-LUCENT,PWG,PERAWANG,RIDAR,1,,101.6119,0.66694
,,,,,CES-D1-PYBA,,,,,,,,,PYBA,7705 SAR-F,ALCATEL-LUCENT,PYB,PENYABUNGAN,SUMUT,1,,99.56444,0.86694
,,,,,CES-D1-PYKA,,,,,,,,,PYKA,7705 SAR-8,HUAWEI,PYK,PAYAKUMBUH,PADANG,1,,100.6244,-0.22861
,,,,,CES-D1-RAPA,,,,,,,,,RAPA,7705 SAR-8,JUNIPER,RAP,RANTAU PRAPAT,SUMUT,1,,99.83188,2.09868
,,,,,CES-D1-RBIA,,,,,,,,,RBIA,7705 SAR-8,ALCATEL-LUCENT,RBI,RUMBAI,RIDAR,1,,101.42698,0.56941
,,,,,CES-D1-RGTA,,,,,,,,,RGTA,7705 SAR-8,ALCATEL-LUCENT,RGT,RENGAT,RIDAR,1,,102.54732,-0.37414
,,,,,CES-D1-SAKA,,,,,,,,,SAKA,7705 SAR-8,ALCATEL-LUCENT,SAK,SIAK,RIDAR,1,,102.05225,0.79449
,,,,,CES-D1-SAPA,,,,,,,,,SAPA,7705 SAR-8,ALCATEL-LUCENT,SEA,SEIAPIT,RIDAR,1,,102.1562,1.12194
,,,,,CES-D1-SBGA,,,,,,,,,SBGA,7705 SAR-8,HUAWEI,SBG,SURABAYA SGW,SUMUT,1,,98.77653,1.74097
,,,,,CES-D1-SBLA,,,,,,,,,SBLA,7705 SAR-8,ALCATEL-LUCENT,SBL,SUMBUL,SUMUT,1,,98.36667,2.73333
,,,,,CES-D1-SBOA,,,,,,,,,SBOA,7705 SAR-8,ALCATEL-LUCENT,SBO,SEI BROMBANG,SUMUT,1,,100.1233,2.60889
,,,,,CES-D1-SCCA,,,,,,,,,SCCA,7705 SAR-8,ALCATEL-LUCENT,SCC,SICINCIN,PADANG,1,,100.2814,-0.56306
,,,,,CES-D1-SDKA,,,,,,,,,SDKA,7705 SAR-8,ALCATEL-LUCENT,SDK,SIDIKALANG,SUMUT,1,,98.31167,2.75097
,,,,,CES-D1-SETA,,,,,,,,,SETA,7705 SAR-8,ALCATEL-LUCENT,,SIMPANG EMPAT ASAHAN,SUMUT,1,,99.31462,2.71049
,,,,,CES-D1-SGDA,,,,,,,,,SGDA,7705 SAR-8,ALCATEL-LUCENT,SGD,SUNGAI DAREH,PADANG,1,,101.5042,-0.96639
,,,,,CES-D1-SGIA,,,,,,,,,SGIA,7705 SAR-8,ALCATEL-LUCENT,SGI,SIGLI,ACEH,1,,95.95639,5.38111
,,,,,CES-D1-SGPA,,,,,,,,,SGPA,7705 SAR-8,ALCATEL-LUCENT,SGP,SUNGAI PAKNING,RIDAR,1,,102.15696,1.36072
,,,,,CES-D1-SIBA,,,,,,,,,SIBA,7705 SAR-F,ALCATEL-LUCENT,SIB,SIBORONG-BORONG,SUMUT,1,,98.97306,2.21389
,,,,,CES-D1-SIGA,,,,,,,,,SIGA,7705 SAR-8,ALCATEL-LUCENT,SIG,SIMALANGGANG,PADANG,1,,100.31145,-0.33754
,,,,,CES-D1-SIHA,,,,,,,,,SIHA,7705 SAR-8,ALCATEL-LUCENT,SIH,SIBUHUAN,SUMUT,1,,99.74111,1.0475
,,,,,CES-D1-SIPA,,,,,,,,,SIPA,7705 SAR-F,,SIP,SIPIROK,SUMUT,1,,99.28167,1.59556
,,,,,CES-D1-SJJA,,,,,,,,,SJJA,7705 SAR-8,ALCATEL-LUCENT,SJJ,SIJUNJUNG,PADANG,1,,100.9378,-0.49472
,,,,,CES-D1-SKIA,,,,,,,,,SKIA,7705 SAR-8,ALCATEL-LUCENT,SKI,SUKARAMAI,MEDAN,1,,98.70145,3.56833
